Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"EPS diluted, Trailing 12 months","EPS diluted, Trailing 12 months - Currency","EPS diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Analyst Rating
PPSI,"Pioneer Power Solutions, Inc.",3.19,USD,-3.11902086,5629,0.07422645,35129883.96149057,USD,,-0.6885,USD,-488.98305085,0,Producer manufacturing,Strong buy
PPYA,Papaya Growth Opportunity Corp. I,10.91,USD,-0.24504425,638,0.06523717,98020071.75992861,USD,,-0.0904,USD,-120.32374101,0,Finance,
PRE,Prenetics Global Limited,4.82,USD,-2.62626263,4882,1.91009038,58887033.00000001,USD,,-3.9897,USD,1.57152021,0,Finance,Strong buy
PRFX,PainReform Ltd.,3.0099,USD,1.34343434,9819,0.08197563,2633246.99191919,USD,,-8.2864,USD,9.41350096,0,Health technology,
PRPO,"Precipio, Inc.",7.27,USD,1.53631285,3777,0.14114719,10776561.64106145,USD,,-2.0631,USD,72.65062637,0,Health services,
PRSI,"Portsmouth Square, Inc.",2.5,USD,-16.94352159,1060,1.89421015,1835468,USD,,-17.9205,USD,17.7687126,0,Consumer services,
PRT,PermRock Royalty Trust Trust,4.21,USD,-1.63551402,3336,0.05131226,52069337,USD,9.9082137,0.4249,USD,-36.37316562,9.91259,Miscellaneous,
PRTG,Portage Biotech Inc.,4.41,USD,3.76470588,2043,0.0866949,4943869.41176471,USD,,-65.6863,USD,48.90587542,0,Health technology,
PRTS,"CarParts.com, Inc.",1.2495,USD,41.79527916,5125006,15.02757594,71720854.76282342,USD,,-0.5555,USD,-253.37150127,0,Retail trade,Neutral
PRTT,Protect Pharmaceutical Corp,1.38,USD,6.15384615,20273,1.28474379,79282898.03076923,USD,1.31191178,1.0519,USD,5585.94594595,0,Transportation,
PSHG,Performance Shipping Inc.,1.4819,USD,0.12837838,5385,0.12379595,18423216.10168919,USD,1.36883429,1.0826,USD,-41.58528031,0,Transportation,Strong buy
PTBS,"Potomac Bancshares, Inc.",15.76,USD,-1.19122257,200,0.22565723,65148862,USD,9.59337716,1.6428,USD,-6.26497775,3.04569,Finance,
PTHL,Pheton Holdings Ltd,1.82,USD,-7.6142132,1527,0.01159968,25935000.00000001,USD,,-0.0305,USD,-522.44897959,0,Health technology,
PTLE,PTL LTD,1.26,USD,0.8,7642,0.13159549,15750000,USD,340.54054054,0.0037,USD,,0,Transportation,
PULM,"Pulmatrix, Inc.",7.6606,USD,7.29131653,7161,0.17503165,27978692.43246499,USD,,-2.6438,USD,40.65544332,0,Health technology,
PVBK,Pacific Valley Bancorp,9.68,USD,-0.20618557,300,0.13946353,42130371.55555556,USD,,,,,0,Finance,
PVL,Permianville Royalty Trust Trust,1.4792,USD,1.31506849,8859,0.13122986,48180001,USD,7.30108588,0.2026,USD,-51.76190476,4.52055,Miscellaneous,
PW,Power REIT (MD),1.06,USD,-2.75229358,15076,0.17114121,3694730,USD,,-7.084,USD,19.91951255,0,Finance,
PWBK,Pacific West Bancorp,11.35,USD,-1.30434783,400,0.41084634,30320377.36188437,USD,,-0.1237,USD,-36.23348018,0,Finance,
PXHI,"PhoneX Holdings, Inc.",1.49,USD,9.55882353,830,0.06394995,53213617.18518519,USD,9.22029703,0.1616,USD,-0.49261084,0,Technology services,
PXS,Pyxis Tankers Inc.,3.49,USD,-0.56980057,1995,0.18049562,37131980.28205129,USD,1.25539568,2.78,USD,63.05941697,0,Transportation,Strong buy
PYN,PIMCO New York Municipal Income Fund III,5.9001,USD,-0.33614865,2958,0.30369298,34031500,USD,71.86479903,0.0821,USD,228.4,5.02703,Miscellaneous,
PYPD,PolyPid Ltd.,2.9539,USD,1.33795327,6231,0.40720966,30102914.29520739,USD,,-4.9322,USD,35.55628144,0,Health technology,Strong buy
PYXS,"Pyxis Oncology, Inc.",1.14,USD,0,75498,0.09417005,67790930,USD,,-1.0472,USD,58.91561066,0,Health technology,Strong buy
QBAK,Qualstar Corp.,5.85,USD,-6.4,350,0.12064389,11021592.816,USD,,-0.1052,USD,-229.55665025,0,Electronic technology,
QETA,Quetta Acquisition Corporation,10.7,USD,0.28116214,687,0.11160025,95733383.6158192,USD,41.78055447,0.2561,USD,,0,Finance,
QH,Quhuo Limited - American Depository Shares,1.55,USD,0.00645203,6719,0.22418113,15976663,USD,,-0.553,USD,-1492.94710327,0,Technology services,
QLGN,"Qualigen Therapeutics, Inc.",3.0949,USD,-0.16451613,891,0.08676177,2279180.20206452,USD,,-55.297,USD,69.07032548,0,Health technology,
QMCO,Quantum Corporation,12.19,USD,5.90790617,217943,0.2406746,71118892.70460469,USD,,-25.6764,USD,-223.69834346,0,Electronic technology,Neutral
QMMM,QMMM Holdings Limited,1.35,USD,25,1767664,2.13827107,23228625,USD,,-0.0119,USD,-23.95833333,0,Commercial services,
QNCX,"Quince Therapeutics, Inc.",1.49,USD,1.36054422,15102,0.18146644,65562450.89795918,USD,,-1.247,USD,-60.01539843,0,Health technology,Strong buy
QNTO,"Quaint Oak Bancorp, Inc.",10.6,USD,-0.56285178,200,0.37313433,27842023.37225595,USD,9.75160994,1.087,USD,24.38494107,4.85754,Finance,
QRHC,Quest Resource Holding Corporation,4.585,USD,2.34375,4573,0.07871264,94394490.8984375,USD,,-0.3848,USD,7.32177264,0,Industrial services,Strong buy
QTTB,Q32 Bio Inc.,2.22,USD,2.77777778,18568,0.07123766,27041158.11111111,USD,,-14.2051,USD,65.27023261,0,Health technology,Neutral
QUIK,QuickLogic Corporation,6.135,USD,2.59197324,37381,0.10273948,94169853.45150502,USD,,-0.2643,USD,-731.13207547,0,Electronic technology,Strong buy
RAFI,"Regency Affiliates, Inc.",4.25,USD,-4.49438202,3000,2.16951114,20363055,USD,,-1.0502,USD,-169.62772786,7.2,Finance,
RAIN,"Rain Enhancement Technologies Holdco, Inc.",2.0847,USD,-2.81118881,10533,0.85520814,15815604.24881119,USD,,-0.0998,USD,-137.84603716,0,Finance,
RANI,"Rani Therapeutics Holdings, Inc.",1.465,USD,2.44755245,55050,0.19406113,83927915.79020979,USD,,-1.0555,USD,25.21609749,0,Health technology,Strong buy
RAVE,"Rave Restaurant Group, Inc.",2.96,USD,4.22535211,2208,0.02193691,43546233.85915493,USD,16.33554084,0.1812,USD,39.06369916,0,Consumer services,
RAYA,Erayak Power Solution Group Inc.,1.21,USD,-3.2,5791,1.09957088,33880001,USD,,-0.009,USD,,0,Producer manufacturing,
RBCN,"Rubicon Technology, Inc.",1.99,USD,-9.13242009,2153,1.13897265,4731852,USD,,-0.2174,USD,-170.67620286,0,Non-energy minerals,
RBOT,Vicarious Surgical Inc.,9.8298,USD,-1.99601196,10003,0.19222528,58076630.16837489,USD,,-5.6576,USD,-975.79387716,0,Health technology,Buy
RCFAF,Perception Capital Corp. IV,11.47,USD,5.61694291,1000,0.09760192,69771183,USD,,-0.113,USD,-124.73188882,0,Finance,
RCG,"RENN Fund, Inc",2.5101,USD,-2.3307393,2219,0.31264089,18030600,USD,16.0185067,0.1567,USD,,0.870467,Miscellaneous,
RCON,"Recon Technology, Ltd.",1.76,USD,-1.67597765,1889,0.21806638,26554807.24022347,USD,,-1.3932,USD,69.12644595,0,Distribution services,
RDAC,Rising Dragon Acquisition Corp.,10.11,USD,-0.19743337,25100,2.05216254,75818712.43830206,USD,,,,,0,Finance,
RDGT,"Ridgetech, Inc.",1.26,USD,-12.5,1014431,0.47225883,7784735.875,USD,,-2.322,USD,94.13805117,0,Retail trade,
RDHL,Redhill Biopharma Ltd.,3.2,USD,0.94637224,2377,0.00870111,4040735,USD,,,,,0,Health technology,
RDI,Reading International Inc,1.35,USD,-1.45985401,13784,0.33188467,39317412.81021898,USD,,-1.8712,USD,-31.49683767,0,Consumer services,Strong buy
RDZN,"Roadzen, Inc.",1.155,USD,0.87336245,25943,0.13346242,85690587.85152838,USD,,-1.559,USD,14.34536564,0,Technology services,Strong buy
REBN,"Reborn Coffee, Inc.",4.6486,USD,0.61904762,26323,0.01711606,15506133.78190476,USD,,-2.2964,USD,10.16352398,0,Consumer services,
RECT,Rectitude Holdings Ltd,4.46,USD,1.13378685,7475,0.53843605,64670000,USD,,,,,0,Distribution services,
REED,"Reeds, Inc.",1.512,USD,-2.4516129,427,0.0668713,68601322.68387096,USD,,-4.0571,USD,26.57762817,0,Consumer non-durables,Strong buy
REFR,Research Frontiers Incorporated,1.26,USD,0.39840637,3716,0.20443642,42232407.92031873,USD,,-0.0353,USD,47.54829123,0,Consumer durables,
RELI,"Reliance Global Group, Inc.",1.3928,USD,1.66423358,9079,0.28999441,3134092.7929927,USD,,-84.1543,USD,71.82199105,0,Finance,
RELV,"Reliv International, Inc.",2.92,USD,16.8,590,0.66908596,5099630.77758913,USD,,-1.5246,USD,-167.82330175,0,Consumer non-durables,
RENT,"Rent the Runway, Inc.",4.895,USD,3.70762712,7444,0.13584363,19003123.21292373,USD,,-22.1749,USD,35.20847334,0,Retail trade,Strong buy
REVB,"Revelation Biosciences, Inc.",3.4565,USD,0.1884058,4000,0.04920806,1805263.82565217,USD,,-268.0781,USD,-18.66231285,0,Health technology,Strong buy
RFIL,"RF Industries, Ltd.",4.1,USD,1.48514851,5616,0.20582964,43232165.84158416,USD,,-0.6297,USD,-110.18024032,0,Electronic technology,Strong buy
RFL,"Rafael Holdings, Inc.",1.9934,USD,8.33695652,12115,0.59010053,49863425.45065217,USD,,-1.6738,USD,-451.49917628,0,Finance,
RGC,Regencell Bioscience Holdings Limited,4.18,USD,3.18439891,5309,0.30947426,54393778,USD,,-0.3306,USD,26.7287234,0,Health technology,
RGLS,Regulus Therapeutics Inc.,1.365,USD,1.11111111,15836,0.07363472,89407678.96666668,USD,,-1.0792,USD,32.25786203,0,Health technology,Strong buy
RGT,"Royce Global Trust, Inc.",10.71,USD,-0.07464079,325,0.03536453,68179600,USD,8.01766732,1.3358,USD,-18.16455308,4.38515,Miscellaneous,
RHEP,"Regional Health Properties, Inc.",1.17,USD,0,2539,0.47095266,2198721,USD,,-1.5506,USD,-108.93851528,0,Health services,
RIBBU,Ribbon Acquisition Corp,10.15,USD,-0.0984252,600,0.16647245,53035200,USD,,,,,0,Finance,
RIME,"Algorhythm Holdings, Inc.",2.018,USD,3.48717949,45444,0.13773555,4806470.33025641,USD,,,,,0,Consumer services,
RKDA,"Arcadia Biosciences, Inc.",4,USD,4.16666667,1153,0.19897836,5459759.375,USD,,-4.4026,USD,76.86616573,0,Process industries,Strong buy
RMCF,"Rocky Mountain Chocolate Factory, Inc.",1.58,USD,-0.62893082,471,0.01169161,12145936.98113208,USD,,-0.7336,USD,6.59536542,0,Consumer non-durables,
RMCO,Royalty Management Holding Corporation,1.0075,USD,3.86597938,1596,0.16896398,15044914.4072165,USD,98.7745098,0.0102,USD,,0,Finance,
RMHI,Retrieve Medical Holdings Inc,5.5,USD,-21.42857143,573,0.32787823,2154999,USD,,-0.1742,USD,65.36090674,0,Health technology,
RMI,"RiverNorth Opportunistic Municipal Income Fund, Inc.",15.57,USD,-0.38387716,3017,0.202592,99634100,USD,12.53118712,1.2425,USD,108.368271,7.44338,Finance,
RMSG,Real Messenger Corporation,1.7545,USD,1.71014493,1048,0.25550382,8458967.29014493,USD,,-0.0068,USD,-111.16584565,0,Technology services,
RMTI,"Rockwell Medical, Inc.",1.62,USD,0.62111801,7064,0.03790617,52356466.0621118,USD,,-0.0588,USD,89.238653,0,Health technology,Strong buy
RNAZ,"TransCode Therapeutics, Inc.",1.89,USD,1.06951872,666349,1.0984272,1315910.98395722,USD,,-265.8345,USD,98.97099966,0,Health technology,Strong buy
RNTX,"Rein Therapeutics, Inc.",2.1,USD,3.44827586,7993,0.12710705,45498475.86206897,USD,,-3.1145,USD,-9.29987717,0,Health technology,Strong buy
ROLR,"High Roller Technologies, Inc.",3.62,USD,1.97183099,262,0.02307984,29926896.90140846,USD,,-0.6745,USD,-195.57405784,0,Technology services,
RPTX,Repare Therapeutics Inc.,1.19,USD,1.70940171,21782,0.14103695,50587740.11965813,USD,,-2.0052,USD,10.02019295,0,Health technology,Strong buy
RRGB,"Red Robin Gourmet Burgers, Inc.",4.85,USD,0.20661157,61749,0.07627642,84717343.93595041,USD,,-4.8916,USD,-265.48117155,0,Consumer services,Buy
RSKIA,"Risk (GEORGE) Industries, Inc.",16.83,USD,-0.94173043,700,0.21651717,82411964.21600942,USD,8.14105355,2.0673,USD,88.74281019,5.88581,Electronic technology,
RSLS,"ReShape Lifesciences, Inc.",1.01,USD,0,84279,0.01529409,3338138,USD,,-16.396,USD,99.27731649,0,Health technology,
RSSS,"Research Solutions, Inc",3,USD,0,2718,0.01933321,97940483,USD,,-0.13,USD,-622.22222222,0,Commercial services,Strong buy
RVPH,"Reviva Pharmaceuticals Holdings, Inc.",1.2798,USD,2.384,138727,0.1099994,59612061.18384001,USD,,-1.1063,USD,34.56169407,0,Health technology,Strong buy
SABS,"SAB Biotherapeutics, Inc.",1.55,USD,-0.63465607,7732,0.10426977,14305376.17796013,USD,,-6.3106,USD,-17.73287812,0,Health technology,Strong buy
SACH,Sachem Capital Corp.,1.045,USD,1.45631068,31544,0.12137905,48374263,USD,,-0.1842,USD,-140.33282242,33.9806,Finance,Buy
SANW,S&W Seed Company,7.745,USD,-3.66915423,3532,0.55483121,16614048,USD,,-13.4784,USD,-356.59946313,0,Process industries,Strong buy
SATX,SatixFy Communications Ltd.,1.0658,USD,0.54716981,6712,0.05260811,90394938.16301888,USD,,-0.0599,USD,-136.74846626,0,Electronic technology,Strong buy
SBFM,Sunshine Biopharma Inc.,2.26,USD,5.65684899,14871,0.31039773,6120850.23842917,USD,,-155.5854,USD,93.40314949,0,Health technology,Strong buy
SBNY,"Signature Bank (New York, NY)",1.1,USD,-3.50877193,6150,0.3510314,69271439.56140353,USD,,,,,0,Finance,
SCBS,"Southern Community Bancshares, Inc.",18,USD,-7.69230769,1000,4.1356493,8767134.00961025,USD,,,,,2.0032,Finance,
SCIA,"SCI Engineered Materials, Inc.",4.49,USD,-1.9650655,5360,0.79075874,20510890,USD,11.02110947,0.4074,USD,-15.31906049,0,Producer manufacturing,
SCKT,"Socket Mobile, Inc.",1.152,USD,-0.68965517,3027,0.15316888,8761270.84137931,USD,,-0.3019,USD,3.08186196,0,Electronic technology,
SCND,"Scientific Industries, Inc.",1.04,USD,0.97087379,15200,2.00073711,10923741.99033817,USD,,-0.6502,USD,46.13536575,0,Producer manufacturing,
SCNI,Scinai Immunotherapeutics Ltd.,3.4412,USD,2.96828247,19597,4.44487287,2850712,USD,11.27522936,0.3052,USD,,0,Health technology,
SCNX,"Scienture Holdings, Inc.",2.3799,USD,12.25943396,2541,0.33314978,21396686.28141509,USD,,-23.7315,USD,-138.0147634,0,Commercial services,
SCOR,"comScore, Inc.",7.18,USD,25.74430823,35036,2.34447039,35114201.18388792,USD,,-21.7506,USD,-55.12430998,0,Technology services,Neutral
SDIG,"Stronghold Digital Mining, Inc.",2.7986,USD,-1.45774648,18956,0.0935657,48592480.05647887,USD,,-1.9724,USD,88.72791903,0,Technology services,Buy
SDOT,Sadot Group Inc.,3.15,USD,1.61290323,4261,0.20359602,18474334.4032258,USD,13.5077187,0.2332,USD,,0,Consumer services,Neutral
SEAC,"SeaChange International, Inc.",6.51,USD,0.15384615,1910,3.40706386,16823747,USD,,,,,0,Technology services,
SEED,Origin Agritech Limited,1.98,USD,6.22317597,2184,0.06713658,14255995.75107296,USD,4.35356201,0.4548,USD,-64.88030888,0,Process industries,
SELF,"Global Self Storage, Inc.",5.11,USD,-0.22843978,264,0.01734537,57720504,USD,18.36808052,0.2782,USD,36.5063788,5.66218,Finance,Strong buy
SELX,Semilux International Ltd.,1.3197,USD,4.32411067,8764,2.50874385,49394232.35573123,USD,,,,,0,Finance,
SER,"Serina Therapeutics, Inc.",4.75,USD,-0.21008403,6374,1.06128973,42236885.24159664,USD,,-5.9419,USD,54.36679211,0,Commercial services,
SEVCF,Sono Group N.V.,5,USD,-26.47058824,357,0.36247335,7249425.73529412,USD,8.91742465,0.5607,USD,,0,Consumer durables,
SFWL,Shengfeng Development Limited,1.0162,USD,1.62,7064,0.45029769,82551032.405,USD,9.4354689,0.1077,USD,,0,Transportation,
SGA,"Saga Communications, Inc.",10.9247,USD,1.15462963,1112,0.0781552,68404800.67146295,USD,14.43538584,0.7568,USD,-58.80912208,9.25926,Consumer services,Strong buy
SGD,Safe and Green Development Corporation,1.2101,USD,9.01801802,68465,1.1878407,1799266.07477477,USD,,-13.5118,USD,,0,Finance,
SGMA,"SigmaTron International, Inc.",1.28,USD,-0.7751938,912,0.03568662,7832688.12403101,USD,,-2.54,USD,31.56958888,0,Electronic technology,
SGRP,"SPAR Group, Inc.",1.505,USD,1.00671141,9044,0.13173342,35291800.52013424,USD,2.9377318,0.5123,USD,750.99667774,0,Commercial services,
SHIM,Shimmick Corporation,1.75,USD,2.33918129,3099,0.283612,59144612.86549707,USD,,-3.8657,USD,,0,Industrial services,Neutral
SHRG,Sharing Services Global Corp.,1.68,USD,21.73913043,221,0.46243984,520215.65217391,USD,,-1.6948,USD,-2159.73333333,0,Distribution services,
SIDU,"Sidus Space, Inc.",1.82,USD,3.40909091,134430,0.16146202,15836446.65909091,USD,,-6.5761,USD,85.9521063,0,Electronic technology,Strong buy
SIEB,Siebert Financial Corp.,2.37,USD,-4.81927711,1937,0.13892276,95086621.51807228,USD,8.82681564,0.2685,USD,71.67519182,0,Finance,
SIF,"SIFCO Industries, Inc.",3.05,USD,0,603,0.11027193,18748384,USD,,-0.7097,USD,55.30574973,0,Electronic technology,
SIGY,Sigyn Therapeutics Inc.,4.1,USD,-0.24088177,100,0.34458994,6582050,USD,,-3.1977,USD,15.71692145,0,Health technology,
SILC,Silicom Ltd,15.38,USD,0.52287582,3077,0.23872144,93801477.05490199,USD,,-2.0024,USD,49.37681709,0,Electronic technology,Neutral
SILO,"Silo Pharma, Inc.",1.22,USD,-2.00803213,17651,0.18491242,5471036.59437751,USD,,-1.1866,USD,11.90140322,0,Health technology,
SINT,"SiNtx Technologies, Inc.",3.1799,USD,3.24350649,16690,0.00209995,4270138.00691558,USD,,-125.8421,USD,97.1136087,0,Health technology,
SKAS,Saker Aviation Services Inc.,7.76,USD,-1.39771283,410,0.13462486,7682354,USD,5.45979033,1.4213,USD,-33.44415828,0,Transportation,
SKLZ,Skillz Inc.,5.47,USD,1.86219739,13412,0.17678189,97576188.56983238,USD,,-2.2508,USD,79.94564975,0,Technology services,Buy
SKWG,Skywealth Group Inc.,1.9,USD,-4.52261307,218,0.69228326,427500,USD,,,,,0,Technology services,
SKYE,"Skye Bioscience, Inc.",2.615,USD,2.1484375,20552,0.13056847,79334624.87695314,USD,,-0.842,USD,90.92232225,0,Health technology,Strong buy
SLBK,Skyline Bankshares Inc.,12.53,USD,-0.55555556,100,0.00828837,70659228.70555554,USD,,,,,3.65079,Finance,
SLNG,"Stabilis Solutions, Inc.",5.04,USD,-0.78740157,1339,0.01517205,93725351.00787403,USD,20.37186742,0.2474,USD,3890.32258065,0,Energy minerals,Strong buy
SLRK,"Solera National Bancorp, Inc.",9.87,USD,-1.2012012,100,0.0241336,40897529,USD,2.60401551,3.7903,USD,-8.48664832,0,Finance,
SLRX,"Salarius Pharmaceuticals, Inc.",1.03,USD,0.48780488,25533,0.07549536,1631073.83414634,USD,,-8.1934,USD,85.65950289,0,Health technology,
SLS,"SELLAS Life Sciences Group, Inc.",1.185,USD,0.42372881,275172,0.21137394,93119639.87288135,USD,,-0.7005,USD,54.63376724,0,Health technology,Strong buy
SLXN,Silexion Therapeutics Corp,1.44,USD,29.72972973,74275466,7.65957283,12117046.05405405,USD,,-19.7054,USD,-4434.66783986,0,Health technology,Strong buy
SMSI,"Smith Micro Software, Inc.",1.1808,USD,-2.41322314,12084,0.07312207,20943505.11867769,USD,,-5.2082,USD,-54.64695053,0,Technology services,Strong buy
SMTK,"SmartKem, Inc.",2.3,USD,-4.56431535,1168,0.10201408,8192998.92116182,USD,,-6.6297,USD,-1319.33204881,0,Electronic technology,
SMX,SMX (Security Matters) Public Limited Company,2.4333,USD,6.25764192,31300,0.20068309,2433300,USD,0.00140846,1727.6344,USD,,0,Technology services,
SMXT,Solarmax Technology Inc.,1.2,USD,1.69491525,13366,0.04266045,54340812.20338983,USD,,-0.6871,USD,-2783.984375,0,Industrial services,
SNAL,"Snail, Inc.",1.55,USD,1.30718954,5165,0.05445165,57681173.20261438,USD,18.36492891,0.0844,USD,,0,Technology services,Strong buy
SNCR,"Synchronoss Technologies, Inc.",8.6337,USD,1.57294118,2452,0.07060727,93582994.22597647,USD,,-2.2251,USD,52.85105842,0,Technology services,Strong buy
SND,"Smart Sand, Inc.",2.06,USD,-0.48309179,52616,0.5934461,88413747.0531401,USD,27.32095491,0.0754,USD,-41.64086687,0,Non-energy minerals,Neutral
SNES,"SenesTech, Inc.",2.7445,USD,0.16423358,8007,0.08389696,2836836.39872263,USD,,-12.0859,USD,98.2105938,0,Process industries,Strong buy
SNGX,"Soligenix, Inc.",2.1586,USD,-1.88181818,6511,0.17571984,5417004.73763636,USD,,-7.8048,USD,76.12940914,0,Health technology,
SNNF,Seneca Finl Corp,7.65,USD,-4.375,200,0.08830412,14634136.17891374,USD,16.96983141,0.4508,USD,-18.77477477,0,Finance,
SNOA,"Sonoma Pharmaceuticals, Inc.",2.13,USD,0.9478673,7238,0.29772898,3441579.2985782,USD,,-3.9334,USD,78.93490998,0,Health technology,
SNPW,Sun Pacific Holding Corp.,1.18,USD,-18.62068966,146,0.17056075,287611,USD,,,,,0,Electronic technology,
SNPX,"Synaptogenix, Inc.",2.8747,USD,6.21466839,365,0.08644373,3896981.13242195,USD,,-7.4527,USD,71.72991939,0,Health technology,
SNT,Senstar Technologies Corporation,3.45,USD,2.83159463,9272,0.14511489,80419452.69746648,USD,,,,,0,Electronic technology,
SNTG,Sentage Holdings Inc.,1.825,USD,1.78471835,1391,0.05476378,5119718.40490798,USD,,-0.7663,USD,25.25360905,0,Finance,
SNTI,"Senti Biosciences, Inc.",3.08,USD,6.94444444,14148,0.26186761,14874727.38888889,USD,,-15.5974,USD,2.40340394,0,Health technology,Strong buy
SNYR,Synergy CHC Corp.,3.605,USD,4.52305016,1243,0.06414524,31377263.595245,USD,,,,,0,Health technology,Strong buy
SOAR,"Volato Group, Inc.",2.1406,USD,0.49765258,34375,0.05611508,3947383.98225352,USD,,-121.35,USD,-629.10032565,0,Transportation,
SODI,"Solitron Devices, Inc.",15.44,USD,-1.78117048,144,0.0977464,32168252.90076336,USD,4.90594814,3.1472,USD,1789.07563025,0,Electronic technology,
SOGP,Sound Group Inc.,2.3,USD,2.22222222,2219,0.01678983,11815871,USD,,,,,0,Technology services,
SOL,Emeren Group Ltd,1.51,USD,1.34228188,66908,0.38637691,78590223,USD,,-0.1552,USD,-386.34686347,0,Industrial services,Strong buy
SOMC,"Southern Michigan Bancorp, Inc.",18.9,USD,0,135,0.02520397,86651813,USD,8.30185364,2.2766,USD,-5.25220576,3.1746,Finance,
SOND,Sonder Holdings Inc.,2.55,USD,8.5106383,5899,0.08337632,29543341.85106383,USD,,-29.055,USD,-17.51454017,0,Consumer services,
SONM,"Sonim Technologies, Inc.",2.05,USD,4.59183673,5024,0.07384988,12038723.31632653,USD,,-2.917,USD,-7429.14572864,0,Electronic technology,
SONN,"Sonnet BioTherapeutics Holdings, Inc.",1.45,USD,0,11899,0.12277262,4445267,USD,,-11.3076,USD,89.05437192,0,Health technology,Strong buy
SONX,"Sonendo, Inc.",1.89,USD,11.17647059,586,0.37090955,790113,USD,,-80.512,USD,38.07055059,0,Health technology,Neutral
SOPA,Society Pass Incorporated,1.32,USD,4.76190476,96376,0.12289716,4907799.80952381,USD,,-5.1083,USD,58.7324797,0,Technology services,Strong buy
SOS,SOS Limited,5.447,USD,7.86138614,1070,0.0544715,6652420,USD,,-4.3148,USD,60.83080666,0,Technology services,
SOTK,Sono-Tek Corporation,3.77,USD,-0.26455026,200,0.03268722,59381846.47089947,USD,53.9341917,0.0699,USD,-18.24561404,0,Producer manufacturing,Strong buy
SOWG,Sow Good Inc.,2.2423,USD,3.33179724,1511,0.03127892,22973234.5870507,USD,8.75556423,0.2561,USD,,0,Consumer non-durables,Neutral
SPAI,Safe Pro Group Inc.,3.455,USD,-4.82093664,11132,0.10715149,47538894.51515152,USD,,,,,0,Electronic technology,
SPCB,"SuperCom, Ltd.",7.775,USD,-0.95541401,38756,0.14616748,27022246.24522293,USD,,-0.2274,USD,94.63464125,0,Electronic technology,Strong buy
SPFX,"Standard Premium Finance Holdings, Inc.",1.201,USD,-35.08108108,500,1.07596299,3604461,USD,5.29541446,0.2268,USD,44.36664545,0,Finance,
SPHL,Springview Holdings Ltd,3.76,USD,-3.83631714,138376,0.08901511,80840000,USD,46.02203182,0.0817,USD,,0,Consumer durables,
SPND,Spindletop Oil & Gas Co.,2.56,USD,0.39215686,590,1.45391819,17254253.42745098,USD,,-0.0763,USD,74.4986631,0,Energy minerals,
SPRS,"Surge Components, Inc.",2.292,USD,-0.34782609,1400,0.321669,12795739,USD,15.9832636,0.1434,USD,-14.54112038,0,Distribution services,
SPRU,Spruce Power Holding Corporation,2.58,USD,3.61445783,4582,0.17448525,47994738.04819277,USD,,-5.0687,USD,-19.29159802,0,Utilities,
SPWH,"Sportsman's Warehouse Holdings, Inc.",1.225,USD,-1.20967742,56212,0.06869456,46497671.75403226,USD,,-0.8803,USD,-254.38808374,0,Retail trade,Buy
SQCF,"Susquehanna Community Financial, Inc.",12.4,USD,-0.32154341,200,0.12070006,35777892,USD,,,,,7.74194,Finance,
SQNS,Sequans Communications S.A.,2.24,USD,0,6555,0.09925712,56315599,USD,,,,,0,Electronic technology,Strong buy
SRBK,"SR Bancorp, Inc.",11.76,USD,-0.33898305,1317,0.07711992,99707121.13220339,USD,154.53350854,0.0761,USD,,0,Finance,
SRFM,Surf Air Mobility Inc.,3.8807,USD,20.51863354,138664,0.58730773,65726625.29776398,USD,,-16.7989,USD,,0,Transportation,Neutral
SRNN,"Southern Banc Company, Inc. (The)",12.7,USD,-0.39215686,3250,2.20548317,10248900,USD,7.43255106,1.7087,USD,-37.01109596,0,Finance,
SRTS,"Sensus Healthcare, Inc.",4.6,USD,3.37078652,74811,0.25706657,75394230.51685393,USD,11.31333005,0.4066,USD,1273.64864865,0,Health technology,Strong buy
SRZN,"Surrozen, Inc.",10.5801,USD,-3.46624088,1347,0.12104383,34383188.70791058,USD,,-16.9927,USD,2.1231129,0,Health technology,Strong buy
SSBI,Summit State Bank,8.56,USD,-2.28310502,2193,0.08699067,57151353.99086758,USD,,-0.5435,USD,-133.62826383,4.56621,Finance,
SSBP,SSB Bancorp Inc.,10.5,USD,5,2000,1.77856825,23931505.25581396,USD,12.20930233,0.86,USD,-1.87129165,0,Finance,
SSKN,"Strata Skin Sciences, Inc.",2.68,USD,0,715,0.32220269,11178712,USD,,-2.5987,USD,-25.94261898,0,Health technology,Strong buy
SSY,"SunLink Health Systems, Inc.",1.0297,USD,1.06988614,7618,0.09563287,7249709.57979977,USD,,-0.651,USD,30.67092652,0,Health services,
STAI,ScanTech AI Systems Inc.,2.04,USD,1.49253731,267592,0.02466516,42300346.92537315,USD,11.07491857,0.1842,USD,,0,Finance,
STBI,"Sturgis Bancorp, Inc.",18.3,USD,0.2739726,4181,0.74607423,44725198,USD,76.47304639,0.2393,USD,-93.78844906,3.71585,Finance,
STBK,"Studio Financial Holdings, Inc.",11.8675,USD,1.40995514,100,0.13885032,83756178.49051724,USD,,,,,0,Finance,
STEC,Santech Holdings Limited,1.67,USD,0.60240964,31471,0.00245666,46479999,USD,,,,,0,Finance,
